match_date,year,home_team,away_team,home_score,away_score,result,winner,goal_difference,total_goals,tournament,decided_by_penalties,penalty_winner,city,country,neutral
2019-03-26,2019,Italy,Liechtenstein,6,0,home_win,Italy,6,6,UEFA Euro qualification,False,,Parma,Italy,False
2019-03-26,2019,Armenia,Finland,0,2,away_win,Finland,-2,2,UEFA Euro qualification,False,,Yerevan,Armenia,False
2019-03-26,2019,Norway,Sweden,3,3,draw,draw,0,6,UEFA Euro qualification,False,,Oslo,Norway,False
2019-03-26,2019,Peru,El Salvador,0,2,away_win,El Salvador,-2,2,Friendly,False,,"Washington, D.C.",United States,True
2019-03-26,2019,Nigeria,Egypt,1,0,home_win,Nigeria,1,1,Friendly,False,,Asaba,Nigeria,False
2019-03-26,2019,Paraguay,Mexico,2,4,away_win,Mexico,-2,6,Friendly,False,,Santa Clara,United States,True
2019-03-26,2019,Costa Rica,Jamaica,1,0,home_win,Costa Rica,1,1,Friendly,False,,San José,Costa Rica,False
2019-03-26,2019,Czech Republic,Brazil,1,3,away_win,Brazil,-2,4,Friendly,False,,Prague,Czech Republic,False
2019-03-26,2019,Ghana,Mauritania,3,1,home_win,Ghana,2,4,Friendly,False,,Accra,Ghana,False
2019-03-26,2019,Gibraltar,Estonia,0,1,away_win,Estonia,-1,1,Friendly,False,,Gibraltar,Gibraltar,False
2019-03-26,2019,Honduras,Ecuador,0,0,draw,draw,0,0,Friendly,False,,Harrison,United States,True
2019-03-26,2019,Algeria,Tunisia,1,0,home_win,Algeria,1,1,Friendly,False,,Blida,Algeria,False
2019-03-26,2019,Japan,Bolivia,1,0,home_win,Japan,1,1,Kirin Challenge Cup,False,,Kobe,Japan,False
2019-03-26,2019,South Korea,Colombia,2,1,home_win,South Korea,1,3,Friendly,False,,Seoul,South Korea,False
2019-03-26,2019,Morocco,Argentina,0,1,away_win,Argentina,-1,1,Friendly,False,,Tangier,Morocco,False
2019-03-26,2019,Nicaragua,Guatemala,0,1,away_win,Guatemala,-1,1,Friendly,False,,Managua,Nicaragua,False
2019-03-26,2019,Ivory Coast,Liberia,1,0,home_win,Ivory Coast,1,1,Friendly,False,,Abidjan,Ivory Coast,False
2019-05-04,2019,Yorkshire,Somaliland,6,2,home_win,Yorkshire,4,8,Friendly,False,,Athersley,England,False
2019-05-11,2019,Guernsey,Jersey,0,0,draw,draw,0,0,Muratti Vase,True,Jersey,Guernsey,Guernsey,False
2019-05-25,2019,Cascadia,Chagos Islands,6,3,home_win,Cascadia,3,9,Friendly,False,,Kent,United States,False
2019-05-25,2019,Kernow,Barawa,5,0,home_win,Kernow,5,5,Friendly,False,,Bodmin,England,False
2019-05-25,2019,Eswatini,Mauritius,2,2,draw,draw,0,4,COSAFA Cup,False,,Durban,South Africa,True
2019-05-26,2019,Mozambique,Namibia,1,2,away_win,Namibia,-1,3,COSAFA Cup,False,,Durban,South Africa,True
2019-05-26,2019,Malawi,Seychelles,3,0,home_win,Malawi,3,3,COSAFA Cup,False,,Durban,South Africa,True
2019-05-27,2019,Eswatini,Comoros,2,2,draw,draw,0,4,COSAFA Cup,False,,Durban,South Africa,True
2019-05-28,2019,Laos,Sri Lanka,2,1,home_win,Laos,1,3,Friendly,False,,Vientiane,Laos,False
2019-05-28,2019,Seychelles,Mozambique,0,0,draw,draw,0,0,COSAFA Cup,False,,Durban,South Africa,True
2019-05-28,2019,Namibia,Malawi,1,2,away_win,Malawi,-1,3,COSAFA Cup,False,,Durban,South Africa,True
2019-05-29,2019,Panama,Basque Country,0,0,draw,draw,0,0,Friendly,False,,Panama City,Panama,False
2019-05-29,2019,Comoros,Mauritius,2,1,home_win,Comoros,1,3,COSAFA Cup,False,,Durban,South Africa,True
2019-05-30,2019,Mozambique,Malawi,1,1,draw,draw,0,2,COSAFA Cup,False,,Durban,South Africa,True
2019-05-30,2019,Namibia,Seychelles,3,0,home_win,Namibia,3,3,COSAFA Cup,False,,Durban,South Africa,True
2019-05-30,2019,Turkey,Greece,2,1,home_win,Turkey,1,3,Friendly,False,,Antalya,Turkey,False
2019-05-31,2019,Laos,Sri Lanka,2,2,draw,draw,0,4,Friendly,False,,Vientiane,Laos,False
2019-06-01,2019,Lesotho,Uganda,0,0,draw,draw,0,0,COSAFA Cup,True,Lesotho,Durban,South Africa,True
2019-06-01,2019,Zimbabwe,Comoros,2,0,home_win,Zimbabwe,2,2,COSAFA Cup,False,,Durban,South Africa,True
2019-06-01,2019,Venezuela,Ecuador,1,1,draw,draw,0,2,Friendly,False,,Miami Gardens,United States,True
2019-06-01,2019,Yorkshire,Parishes of Jersey,1,0,home_win,Yorkshire,1,1,Atlantic Heritage Cup,False,,Ossett,England,False
2019-06-02,2019,Parishes of Jersey,Chagos Islands,9,2,home_win,Parishes of Jersey,7,11,Atlantic Heritage Cup,False,,Harrogate,England,False
2019-06-02,2019,Western Armenia,South Ossetia,1,2,away_win,South Ossetia,-1,3,CONIFA European Football Cup,False,,Martuni,Azerbaijan,True
2019-06-02,2019,Padania,Székely Land,4,0,home_win,Padania,4,4,CONIFA European Football Cup,False,,Martakert,Azerbaijan,True
2019-06-02,2019,Artsakh,Sápmi,3,2,home_win,Artsakh,1,5,CONIFA European Football Cup,False,,Stepanakert,Azerbaijan,False
2019-06-02,2019,Abkhazia,Chameria,3,1,home_win,Abkhazia,2,4,CONIFA European Football Cup,False,,Askeran,Azerbaijan,True
2019-06-02,2019,Turkey,Uzbekistan,2,0,home_win,Turkey,2,2,Friendly,False,,Alanya,Turkey,False
2019-06-02,2019,France,Bolivia,2,0,home_win,France,2,2,Friendly,False,,Nantes,France,False
2019-06-02,2019,Luxembourg,Madagascar,3,3,draw,draw,0,6,Friendly,False,,Luxembourg,Luxembourg,False
2019-06-02,2019,El Salvador,Haiti,1,0,home_win,El Salvador,1,1,Friendly,False,,"Washington, D.C.",United States,True
2019-06-02,2019,Zambia,Malawi,2,2,draw,draw,0,4,COSAFA Cup,True,Zambia,Durban,South Africa,True
2019-06-02,2019,South Africa,Botswana,2,2,draw,draw,0,4,COSAFA Cup,True,Botswana,Durban,South Africa,False
2019-06-02,2019,Malaysia,Nepal,2,0,home_win,Malaysia,2,2,Friendly,False,,Kuala Lumpur,Malaysia,False
2019-06-03,2019,Székely Land,Western Armenia,0,5,away_win,Western Armenia,-5,5,CONIFA European Football Cup,False,,Askeran,Azerbaijan,True
2019-06-03,2019,South Ossetia,Padania,2,1,home_win,South Ossetia,1,3,CONIFA European Football Cup,False,,Stepanakert,Azerbaijan,True
2019-06-03,2019,Sápmi,Abkhazia,0,1,away_win,Abkhazia,-1,1,CONIFA European Football Cup,False,,Martakert,Azerbaijan,True
2019-06-03,2019,Vanuatu,Tahiti,2,0,home_win,Vanuatu,2,2,Friendly,False,,Port Vila,Vanuatu,False
2019-06-03,2019,Colombia,Panama,3,0,home_win,Colombia,3,3,Friendly,False,,Bogotá,Colombia,False
2019-06-03,2019,Artsakh,Chameria,1,4,away_win,Chameria,-3,5,CONIFA European Football Cup,False,,Martuni,Azerbaijan,False
2019-06-04,2019,Comoros,Malawi,1,2,away_win,Malawi,-1,3,COSAFA Cup,False,,Durban,South Africa,True
2019-06-04,2019,Artsakh,Abkhazia,1,1,draw,draw,0,2,CONIFA European Football Cup,False,,Martuni,Azerbaijan,False
2019-06-04,2019,Chameria,Sápmi,4,0,home_win,Chameria,4,4,CONIFA European Football Cup,False,,Martakert,Azerbaijan,True
2019-06-04,2019,South Ossetia,Székely Land,2,2,draw,draw,0,4,CONIFA European Football Cup,False,,Askeran,Azerbaijan,True
2019-06-04,2019,Padania,Western Armenia,1,1,draw,draw,0,2,CONIFA European Football Cup,False,,Stepanakert,Azerbaijan,True
2019-06-04,2019,South Africa,Uganda,1,1,draw,draw,0,2,COSAFA Cup,True,South Africa,Durban,South Africa,False
2019-06-05,2019,Mexico,Venezuela,3,1,home_win,Mexico,2,4,Friendly,False,,Atlanta,United States,True
2019-06-05,2019,Portugal,Switzerland,3,1,home_win,Portugal,2,4,UEFA Nations League,False,,Porto,Portugal,False
2019-06-05,2019,United States,Jamaica,0,1,away_win,Jamaica,-1,1,Friendly,False,,"Washington, D.C.",United States,False
2019-06-05,2019,Peru,Costa Rica,1,0,home_win,Peru,1,1,Friendly,False,,Lima,Peru,False
2019-06-05,2019,Paraguay,Honduras,1,1,draw,draw,0,2,Friendly,False,,Ciudad del Este,Paraguay,False
2019-06-05,2019,Zimbabwe,Zambia,0,0,draw,draw,0,0,COSAFA Cup,True,Zambia,Durban,South Africa,True
2019-06-05,2019,Japan,Trinidad and Tobago,0,0,draw,draw,0,0,Kirin Challenge Cup,False,,Toyota,Japan,False
2019-06-05,2019,Brazil,Qatar,2,0,home_win,Brazil,2,2,Friendly,False,,Brasília,Brazil,False
2019-06-05,2019,Lesotho,Botswana,1,2,away_win,Botswana,-1,3,COSAFA Cup,False,,Durban,South Africa,True
2019-06-06,2019,Bhutan,Guam,1,0,home_win,Bhutan,1,1,FIFA World Cup qualification,False,,Thimphu,Bhutan,False
2019-06-06,2019,Cambodia,Pakistan,2,0,home_win,Cambodia,2,2,FIFA World Cup qualification,False,,Phnom Penh,Cambodia,False
2019-06-06,2019,Slovakia,Jordan,5,1,home_win,Slovakia,4,6,Friendly,False,,Trnava,Slovakia,False
2019-06-06,2019,Macau,Sri Lanka,1,0,home_win,Macau,1,1,FIFA World Cup qualification,False,,Zhuhai,Macau,False
2019-06-06,2019,Mongolia,Brunei,2,0,home_win,Mongolia,2,2,FIFA World Cup qualification,False,,Ulaanbaatar,Mongolia,False
2019-06-06,2019,Artsakh,Székely Land,2,1,home_win,Artsakh,1,3,CONIFA European Football Cup,False,,Martuni,Azerbaijan,False
2019-06-06,2019,Laos,Bangladesh,0,1,away_win,Bangladesh,-1,1,FIFA World Cup qualification,False,,Vientiane,Laos,False
2019-06-06,2019,Padania,Sápmi,4,0,home_win,Padania,4,4,CONIFA European Football Cup,False,,Martakert,Azerbaijan,True
2019-06-06,2019,Chile,Haiti,2,1,home_win,Chile,1,3,Friendly,False,,Coquimbo,Chile,False
2019-06-06,2019,Abkhazia,Western Armenia,1,1,draw,draw,0,2,CONIFA European Football Cup,True,Western Armenia,Stepanakert,Azerbaijan,True
2019-06-06,2019,England,Netherlands,1,3,away_win,Netherlands,-2,4,UEFA Nations League,False,,Guimarães,Portugal,True
2019-06-06,2019,Tajikistan,Afghanistan,1,1,draw,draw,0,2,Friendly,False,,Dushanbe,Tajikistan,False
2019-06-06,2019,Iran,Syria,5,0,home_win,Iran,5,5,Friendly,False,,Tehran,Iran,False
2019-06-06,2019,Taiwan,Nepal,1,1,draw,draw,0,2,Friendly,False,,Kaohsiung,Taiwan,False
2019-06-06,2019,Bermuda,Guyana,1,0,home_win,Bermuda,1,1,Friendly,False,,Hamilton,Bermuda,False
2019-06-06,2019,South Ossetia,Chameria,0,0,draw,draw,0,0,CONIFA European Football Cup,True,South Ossetia,Askeran,Azerbaijan,True
2019-06-07,2019,Ivory Coast,Comoros,3,1,home_win,Ivory Coast,2,4,Friendly,False,,Boulogne-Sur-Mer,Ivory Coast,False
2019-06-07,2019,China,Philippines,2,0,home_win,China,2,2,Friendly,False,,Guangzhou,China,False
2019-06-07,2019,Fiji,Tahiti,1,1,draw,draw,0,2,Friendly,False,,Port Vila,Vanuatu,True
2019-06-07,2019,Kenya,Madagascar,1,0,home_win,Kenya,1,1,Friendly,False,,Bondoufle,Kenya,False
2019-06-07,2019,Argentina,Nicaragua,5,1,home_win,Argentina,4,6,Friendly,False,,San Juan,Argentina,False
2019-06-07,2019,Tunisia,Iraq,2,0,home_win,Tunisia,2,2,Friendly,False,,Radès,Tunisia,False
2019-06-07,2019,Uruguay,Panama,3,0,home_win,Uruguay,3,3,Friendly,False,,Montevideo,Uruguay,False
2019-06-07,2019,Uzbekistan,North Korea,4,0,home_win,Uzbekistan,4,4,Friendly,False,,Tashkent,Uzbekistan,False
2019-06-07,2019,Malaysia,Timor-Leste,7,1,home_win,Malaysia,6,8,FIFA World Cup qualification,False,,Kuala Lumpur,Malaysia,False
2019-06-07,2019,South Korea,Australia,1,0,home_win,South Korea,1,1,Friendly,False,,Busan,South Korea,False
2019-06-07,2019,South Africa,Malawi,0,0,draw,draw,0,0,COSAFA Cup,True,South Africa,Durban,South Africa,False
2019-06-07,2019,Lesotho,Zimbabwe,2,2,draw,draw,0,4,COSAFA Cup,True,Zimbabwe,Durban,South Africa,True
2019-06-07,2019,Montenegro,Kosovo,1,1,draw,draw,0,2,UEFA Euro qualification,False,,Podgorica,Montenegro,False
2019-06-07,2019,Czech Republic,Bulgaria,2,1,home_win,Czech Republic,1,3,UEFA Euro qualification,False,,Prague,Czech Republic,False
2019-06-07,2019,Lithuania,Luxembourg,1,1,draw,draw,0,2,UEFA Euro qualification,False,,Vilnius,Lithuania,False
2019-06-07,2019,Ukraine,Serbia,5,0,home_win,Ukraine,5,5,UEFA Euro qualification,False,,Lviv,Ukraine,False
2019-06-07,2019,Georgia,Gibraltar,3,0,home_win,Georgia,3,3,UEFA Euro qualification,False,,Tbilisi,Georgia,False
2019-06-07,2019,Denmark,Republic of Ireland,1,1,draw,draw,0,2,UEFA Euro qualification,False,,Copenhagen,Denmark,False
2019-06-07,2019,Latvia,Israel,0,3,away_win,Israel,-3,3,UEFA Euro qualification,False,,Riga,Latvia,False
2019-06-07,2019,Norway,Romania,2,2,draw,draw,0,4,UEFA Euro qualification,False,,Oslo,Norway,False
2019-06-07,2019,Sweden,Malta,3,0,home_win,Sweden,3,3,UEFA Euro qualification,False,,Stockholm,Sweden,False
2019-06-07,2019,Austria,Slovenia,1,0,home_win,Austria,1,1,UEFA Euro qualification,False,,Klagenfurt,Austria,False
2019-06-07,2019,North Macedonia,Poland,0,1,away_win,Poland,-1,1,UEFA Euro qualification,False,,Skopje,North Macedonia,False
2019-06-07,2019,Faroe Islands,Spain,1,4,away_win,Spain,-3,5,UEFA Euro qualification,False,,Tórshavn,Faroe Islands,False
2019-06-08,2019,Armenia,Liechtenstein,3,0,home_win,Armenia,3,3,UEFA Euro qualification,False,,Yerevan,Armenia,False
2019-06-08,2019,Artsakh,Padania,2,0,home_win,Artsakh,2,2,CONIFA European Football Cup,False,,Stepanakert,Azerbaijan,False
2019-06-08,2019,Sápmi,Székely Land,3,2,home_win,Sápmi,1,5,CONIFA European Football Cup,False,,Askeran,Azerbaijan,True
2019-06-08,2019,Abkhazia,Chameria,0,0,draw,draw,0,0,CONIFA European Football Cup,True,Abkhazia,Stepanakert,Azerbaijan,True
2019-06-08,2019,Singapore,Solomon Islands,4,3,home_win,Singapore,1,7,Friendly,False,,Kallang,Singapore,False
2019-06-08,2019,Nigeria,Zimbabwe,0,0,draw,draw,0,0,Friendly,False,,Asaba,Nigeria,False
2019-06-08,2019,Angola,Guinea-Bissau,2,0,home_win,Angola,2,2,Friendly,False,,Penafiel,Angola,False
2019-06-08,2019,Greece,Italy,0,3,away_win,Italy,-3,3,UEFA Euro qualification,False,,Athens,Greece,False
2019-06-08,2019,Botswana,Zambia,0,1,away_win,Zambia,-1,1,COSAFA Cup,False,,Durban,South Africa,True
2019-06-08,2019,Finland,Bosnia and Herzegovina,2,0,home_win,Finland,2,2,UEFA Euro qualification,False,,Tampere,Finland,False
2019-06-08,2019,Scotland,Cyprus,2,1,home_win,Scotland,1,3,UEFA Euro qualification,False,,Glasgow,Scotland,False
2019-06-08,2019,Russia,San Marino,9,0,home_win,Russia,9,9,UEFA Euro qualification,False,,Saransk,Russia,False
2019-06-08,2019,Turkey,France,2,0,home_win,Turkey,2,2,UEFA Euro qualification,False,,Konya,Turkey,False
2019-06-08,2019,Moldova,Andorra,1,0,home_win,Moldova,1,1,UEFA Euro qualification,False,,Chișinău,Moldova,False
2019-06-08,2019,Iceland,Albania,1,0,home_win,Iceland,1,1,UEFA Euro qualification,False,,Reykjavík,Iceland,False
2019-06-08,2019,Azerbaijan,Hungary,1,3,away_win,Hungary,-2,4,UEFA Euro qualification,False,,Baku,Azerbaijan,False
2019-06-08,2019,Croatia,Wales,2,1,home_win,Croatia,1,3,UEFA Euro qualification,False,,Osijek,Croatia,False
2019-06-08,2019,Belarus,Germany,0,2,away_win,Germany,-2,2,UEFA Euro qualification,False,,Borisov,Belarus,False
2019-06-08,2019,Estonia,Northern Ireland,1,2,away_win,Northern Ireland,-1,3,UEFA Euro qualification,False,,Tallinn,Estonia,False
2019-06-08,2019,Belgium,Kazakhstan,3,0,home_win,Belgium,3,3,UEFA Euro qualification,False,,Brussels,Belgium,False
2019-06-09,2019,Western Armenia,South Ossetia,0,1,away_win,South Ossetia,-1,1,CONIFA European Football Cup,False,,Stepanakert,Azerbaijan,True
2019-06-09,2019,Portugal,Netherlands,1,0,home_win,Portugal,1,1,UEFA Nations League,False,,Porto,Portugal,False
2019-06-09,2019,Switzerland,England,0,0,draw,draw,0,0,UEFA Nations League,True,England,Guimarães,Portugal,True
2019-06-09,2019,United States,Venezuela,0,3,away_win,Venezuela,-3,3,Friendly,False,,Cincinnati,United States,False
2019-06-09,2019,Turkmenistan,Uganda,0,0,draw,draw,0,0,Friendly,False,,Abu Dhabi,United Arab Emirates,True
2019-06-09,2019,Peru,Colombia,0,3,away_win,Colombia,-3,3,Friendly,False,,Lima,Peru,False
2019-06-09,2019,Cameroon,Zambia,2,1,home_win,Cameroon,1,3,Friendly,False,,Majadahonda,Cameroon,False
2019-06-09,2019,Mexico,Ecuador,3,2,home_win,Mexico,1,5,Friendly,False,,Arlington,United States,True
2019-06-09,2019,Japan,El Salvador,2,0,home_win,Japan,2,2,Kirin Challenge Cup,False,,Rifu,Japan,False
2019-06-09,2019,DR Congo,Burkina Faso,0,0,draw,draw,0,0,Friendly,False,,Marbella,Spain,True
2019-06-09,2019,Brazil,Honduras,7,0,home_win,Brazil,7,7,Friendly,False,,Porto Alegre,Brazil,False
2019-06-09,2019,Paraguay,Guatemala,2,0,home_win,Paraguay,2,2,Friendly,False,,Asunción,Paraguay,False
2019-06-10,2019,North Macedonia,Austria,1,4,away_win,Austria,-3,5,UEFA Euro qualification,False,,Skopje,North Macedonia,False
2019-06-10,2019,Poland,Israel,4,0,home_win,Poland,4,4,UEFA Euro qualification,False,,Warsaw,Poland,False
2019-06-10,2019,Ukraine,Luxembourg,1,0,home_win,Ukraine,1,1,UEFA Euro qualification,False,,Lviv,Ukraine,False
2019-06-10,2019,Vanuatu,Fiji,0,0,draw,draw,0,0,Friendly,False,,Port Vila,Vanuatu,False
2019-06-10,2019,Spain,Sweden,3,0,home_win,Spain,3,3,UEFA Euro qualification,False,,Madrid,Spain,False
2019-06-10,2019,Latvia,Slovenia,0,5,away_win,Slovenia,-5,5,UEFA Euro qualification,False,,Riga,Latvia,False
2019-06-10,2019,Malta,Romania,0,4,away_win,Romania,-4,4,UEFA Euro qualification,False,,Attard,Malta,False
2019-06-10,2019,Serbia,Lithuania,4,1,home_win,Serbia,3,5,UEFA Euro qualification,False,,Belgrade,Serbia,False
2019-06-10,2019,Denmark,Georgia,5,1,home_win,Denmark,4,6,UEFA Euro qualification,False,,Copenhagen,Denmark,False
2019-06-10,2019,Republic of Ireland,Gibraltar,2,0,home_win,Republic of Ireland,2,2,UEFA Euro qualification,False,,Dublin,Republic of Ireland,False
2019-06-10,2019,Bulgaria,Kosovo,2,3,away_win,Kosovo,-1,5,UEFA Euro qualification,False,,Sofia,Bulgaria,False
2019-06-10,2019,Czech Republic,Montenegro,3,0,home_win,Czech Republic,3,3,UEFA Euro qualification,False,,Olomouc,Czech Republic,False
2019-06-10,2019,Faroe Islands,Norway,0,2,away_win,Norway,-2,2,UEFA Euro qualification,False,,Tórshavn,Faroe Islands,False
2019-06-11,2019,Croatia,Tunisia,1,2,away_win,Tunisia,-1,3,Friendly,False,,Varaždin,Croatia,False
2019-06-11,2019,Hong Kong,Taiwan,0,2,away_win,Taiwan,-2,2,Friendly,False,,Hong Kong,Hong Kong,False
2019-06-11,2019,Jordan,Indonesia,4,1,home_win,Jordan,3,5,Friendly,False,,Amman,Jordan,False
2019-06-11,2019,South Korea,Iran,1,1,draw,draw,0,2,Friendly,False,,Seoul,South Korea,False
2019-06-11,2019,Kyrgyzstan,Palestine,2,2,draw,draw,0,4,Friendly,False,,Bishkek,Kyrgyzstan,False
2019-06-11,2019,Singapore,Myanmar,1,2,away_win,Myanmar,-1,3,Friendly,False,,Kallang,Singapore,False
2019-06-11,2019,Bangladesh,Laos,0,0,draw,draw,0,0,FIFA World Cup qualification,False,,Dhaka,Bangladesh,False
2019-06-11,2019,Brunei,Mongolia,2,1,home_win,Brunei,1,3,FIFA World Cup qualification,False,,Bandar Seri Begawan,Brunei,False
2019-06-11,2019,Guam,Bhutan,5,0,home_win,Guam,5,5,FIFA World Cup qualification,False,,Dededo,Guam,False
2019-06-11,2019,Pakistan,Cambodia,1,2,away_win,Cambodia,-1,3,FIFA World Cup qualification,False,,Doha,Qatar,True
2019-06-11,2019,Sri Lanka,Macau,3,0,home_win,Sri Lanka,3,3,FIFA World Cup qualification,False,,Colombo,Sri Lanka,False
2019-06-11,2019,Malaysia,Timor-Leste,5,1,home_win,Malaysia,4,6,FIFA World Cup qualification,False,,Kuala Lumpur,Malaysia,False
2019-06-11,2019,Uzbekistan,Syria,2,0,home_win,Uzbekistan,2,2,Friendly,False,,Tashkent,Uzbekistan,False
2019-06-11,2019,Benin,Guinea,1,0,home_win,Benin,1,1,Friendly,False,,Marrakech,Morocco,True
2019-06-11,2019,China,Tajikistan,1,0,home_win,China,1,1,Friendly,False,,Guangzhou,China,False
2019-06-11,2019,Greece,Armenia,2,3,away_win,Armenia,-1,5,UEFA Euro qualification,False,,Athens,Greece,False
2019-06-11,2019,Germany,Estonia,8,0,home_win,Germany,8,8,UEFA Euro qualification,False,,Mainz,Germany,False
2019-06-11,2019,Belarus,Northern Ireland,0,1,away_win,Northern Ireland,-1,1,UEFA Euro qualification,False,,Borisov,Belarus,False
2019-06-11,2019,Algeria,Burundi,1,1,draw,draw,0,2,Friendly,False,,Doha,Qatar,True
2019-06-11,2019,Hungary,Wales,1,0,home_win,Hungary,1,1,UEFA Euro qualification,False,,Budapest,Hungary,False
2019-06-11,2019,Iceland,Turkey,2,1,home_win,Iceland,1,3,UEFA Euro qualification,False,,Reykjavík,Iceland,False
2019-06-11,2019,Albania,Moldova,2,0,home_win,Albania,2,2,UEFA Euro qualification,False,,Elbasan,Albania,False
2019-06-11,2019,Azerbaijan,Slovakia,1,5,away_win,Slovakia,-4,6,UEFA Euro qualification,False,,Baku,Azerbaijan,False
2019-06-11,2019,Kazakhstan,San Marino,4,0,home_win,Kazakhstan,4,4,UEFA Euro qualification,False,,Nur-Sultan,Kazakhstan,False
2019-06-11,2019,Belgium,Scotland,3,0,home_win,Belgium,3,3,UEFA Euro qualification,False,,Brussels,Belgium,False
2019-06-11,2019,Russia,Cyprus,1,0,home_win,Russia,1,1,UEFA Euro qualification,False,,Nizhny Novgorod,Russia,False
2019-06-11,2019,Italy,Bosnia and Herzegovina,2,1,home_win,Italy,1,3,UEFA Euro qualification,False,,Turin,Italy,False
2019-06-11,2019,Liechtenstein,Finland,0,2,away_win,Finland,-2,2,UEFA Euro qualification,False,,Vaduz,Liechtenstein,False
2019-06-11,2019,Andorra,France,0,4,away_win,France,-4,4,UEFA Euro qualification,False,,Andorra la Vella,Andorra,False
2019-06-12,2019,Morocco,Gambia,0,1,away_win,Gambia,-1,1,Friendly,False,,Marrakech,Morocco,False
2019-06-12,2019,Ynys Môn,Saint Helena,7,2,home_win,Ynys Môn,5,9,Friendly,False,,Anglesey,Wales,False
2019-06-13,2019,Egypt,Tanzania,1,0,home_win,Egypt,1,1,Friendly,False,,Alexandria,Egypt,False
2019-06-14,2019,Brazil,Bolivia,3,0,home_win,Brazil,3,3,Copa América,False,,São Paulo,Brazil,False
2019-06-14,2019,Cameroon,Mali,1,1,draw,draw,0,2,Friendly,False,,Al Wakrah,Qatar,True
2019-06-14,2019,Madagascar,Mauritania,1,3,away_win,Mauritania,-2,4,Friendly,False,,Marrakech,Morocco,True
2019-06-15,2019,Kenya,DR Congo,1,1,draw,draw,0,2,Friendly,False,,Madrid,Spain,True
2019-06-15,2019,Ivory Coast,Uganda,0,1,away_win,Uganda,-1,1,Friendly,False,,Abu Dhabi,United Arab Emirates,True
2019-06-15,2019,Tanzania,Zimbabwe,1,1,draw,draw,0,2,Friendly,False,,Cairo,Egypt,True
2019-06-15,2019,Indonesia,Vanuatu,6,0,home_win,Indonesia,6,6,Friendly,False,,Jakarta,Indonesia,False
2019-06-15,2019,Ghana,South Africa,0,0,draw,draw,0,0,Friendly,False,,Dubai,United Arab Emirates,True
2019-06-15,2019,Mexico,Cuba,7,0,home_win,Mexico,7,7,Gold Cup,False,,Los Angeles,United States,True
2019-06-15,2019,Venezuela,Peru,0,0,draw,draw,0,0,Copa América,False,,Porto Alegre,Brazil,True
2019-06-15,2019,Canada,Martinique,4,0,home_win,Canada,4,4,Gold Cup,False,,Los Angeles,United States,True
2019-06-15,2019,Argentina,Colombia,0,2,away_win,Colombia,-2,2,Copa América,False,,Salvador,Brazil,True
2019-06-16,2019,Morocco,Zambia,2,3,away_win,Zambia,-1,5,Friendly,False,,Marrakech,Morocco,False
2019-06-16,2019,Egypt,Guinea,3,1,home_win,Egypt,2,4,Friendly,False,,Alexandria,Egypt,False
2019-06-16,2019,Algeria,Mali,3,2,home_win,Algeria,1,5,Friendly,False,,Doha,Qatar,True
2019-06-16,2019,Costa Rica,Nicaragua,4,0,home_win,Costa Rica,4,4,Gold Cup,False,,San José,Jamaica,True
2019-06-16,2019,Haiti,Bermuda,2,1,home_win,Haiti,1,3,Gold Cup,False,,San José,Jamaica,True
2019-06-16,2019,Senegal,Nigeria,1,0,home_win,Senegal,1,1,Friendly,False,,Ismailia,Egypt,True
2019-06-16,2019,Paraguay,Qatar,2,2,draw,draw,0,4,Copa América,False,,Rio de Janeiro,Brazil,True
2019-06-16,2019,Saint Helena,Shetland,1,6,away_win,Shetland,-5,7,Inter Games,False,,Anglesey,Wales,True
2019-06-16,2019,Alderney,Hitra,2,4,away_win,Hitra,-2,6,Inter Games,False,,Anglesey,Wales,True
2019-06-16,2019,Ynys Môn,Western Isles,2,1,home_win,Ynys Môn,1,3,Inter Games,False,,Anglesey,Wales,False
2019-06-16,2019,Jersey,Orkney,5,0,home_win,Jersey,5,5,Inter Games,False,,Anglesey,Wales,True
2019-06-16,2019,Uruguay,Ecuador,4,0,home_win,Uruguay,4,4,Copa América,False,,Belo Horizonte,Brazil,True
2019-06-17,2019,Tunisia,Burundi,2,1,home_win,Tunisia,1,3,Friendly,False,,Radès,Tunisia,False
2019-06-17,2019,Jamaica,Honduras,3,2,home_win,Jamaica,1,5,Gold Cup,False,,Kingston,Jamaica,False
2019-06-17,2019,Curaçao,El Salvador,0,1,away_win,El Salvador,-1,1,Gold Cup,False,,Kingston,Jamaica,True
2019-06-17,2019,Japan,Chile,0,4,away_win,Chile,-4,4,Copa América,False,,São Paulo,Brazil,True
2019-06-17,2019,Isle of Man,Hitra,7,1,home_win,Isle of Man,6,8,Inter Games,False,,Anglesey,Wales,True
2019-06-17,2019,Jersey,Western Isles,7,0,home_win,Jersey,7,7,Inter Games,False,,Anglesey,Wales,True
2019-06-17,2019,Ynys Môn,Orkney,3,1,home_win,Ynys Môn,2,4,Inter Games,False,,Anglesey,Wales,False
2019-06-17,2019,Guernsey,Shetland,2,1,home_win,Guernsey,1,3,Inter Games,False,,Anglesey,Wales,True
2019-06-18,2019,Panama,Trinidad and Tobago,2,0,home_win,Panama,2,2,Gold Cup,False,,Saint Paul,United States,True
2019-06-18,2019,Benin,Mauritania,3,1,home_win,Benin,2,4,Friendly,False,,Marrakech,Morocco,True
